ord,statn,state,county,demv00,repv00,totv00,demsh00,repsh00,demv16,repv16,totv16,demsh16,repsh16,demv20,repv20,totv20,demsh20,repsh20,rep2sh00,rep2sh16,rep2sh20,tot2pty00,tot2pty16,tot2pty20
107,2,ALASKA,DISTRICT 7,1893,4868,8677,21.8162959548231%,56.1023395182667%,1510,5935,8294,18.2059319990354%,71.5577525922353%,2215,7027,9622,23.0201621284556%,73.030554978175%,0.720011832569147,0.797179314976494,0.760333261198875,6761,7445,9242
108,2,ALASKA,DISTRICT 8,1498,5371,7978,18.7766357483078%,67.3226372524442%,1218,6126,8073,15.0873281308064%,75.8825715347455%,1953,7618,9912,19.7033898305085%,76.8563357546408%,0.781918765468045,0.834150326797386,0.79594608713823,6869,7344,9571
109,2,ALASKA,DISTRICT 9,1203,4789,6800,17.6911764705882%,70.4264705882353%,1843,6100,8954,20.5829796738888%,68.1259772168863%,2769,7787,10993,25.1887564813973%,70.8359865368871%,0.799232309746328,0.767971799068362,0.737684729064039,5992,7943,10556
110,2,ALASKA,DISTRICT 99,0,0,0,#DIV/0!,#DIV/0!,274,40,342,80.1169590643275%,11.6959064327485%,373,59,433,86.1431870669746%,13.6258660508083%,#DIV/0!,0.127388535031847,0.136574074074074,0,314,432
112,3,ARIZONA,APACHE,13025,5947,19456,66.9459292763158%,30.56640625%,17083,8240,27661,61.7584324500199%,29.7892339394816%,23293,11442,35172,66.2259752075515%,32.5315591948141%,0.313461943917352,0.325395885163685,0.329408377717,18972,25323,34735
113,3,ARIZONA,COCHISE,13360,18180,33241,40.1913299840558%,54.6914954423754%,17450,28092,50015,34.889533140058%,56.1671498550435%,23732,35557,60442,39.2640878859072%,58.8282982032362%,0.576410906785035,0.616837205217162,0.599723388824234,31540,45542,59289
114,3,ARIZONA,COCONINO,20280,17562,40883,49.6049702810459%,42.9567301812489%,32404,21108,59784,54.2017931219055%,35.3071055800883%,44698,27052,73272,61.0028387378535%,36.919969428977%,0.464087521801173,0.394453580505307,0.377031358885017,37842,53512,71750
115,3,ARIZONA,GILA,7700,9158,17736,43.4145241317095%,51.6350924672982%,7003,14182,22312,31.3866977411258%,63.5622086769451%,8943,18377,27662,32.3295495625768%,66.4340973176198%,0.543243563886582,0.669435921642672,0.672657393850659,16858,21185,27320
116,3,ARIZONA,GRAHAM,3355,6007,9664,34.7164735099338%,62.1585264900662%,3301,8025,12134,27.2045492005934%,66.1364760178012%,4034,10749,14995,26.9023007669223%,71.6838946315438%,0.641636402478103,0.708546706692566,0.727118988026788,9362,11326,14783
117,3,ARIZONA,GREENLEE,1216,1619,2960,41.0810810810811%,54.695945945946%,1092,1892,3270,33.394495412844%,57.8593272171254%,1182,2433,3685,32.0759837177748%,66.0244233378562%,0.571075837742504,0.634048257372654,0.673029045643154,2835,2984,3615
118,3,ARIZONA,LA PAZ,1769,2543,4483,39.4601829132277%,56.7254070934642%,1575,4003,5951,26.4661401445135%,67.2660057133255%,2236,5129,7458,29.9812282113167%,68.7717886832931%,0.589749536178108,0.717640731444962,0.696401900882553,4312,5578,7365
119,3,ARIZONA,MARICOPA,386683,479967,901699,42.8838226503523%,53.2291818001351%,702907,747361,1567834,44.8329989016694%,47.668375606091%,1040774,995665,2068144,50.3240586728971%,48.1429242838023%,0.553818727283217,0.515326132825105,0.488924539355218,866650,1450268,2036439
120,3,ARIZONA,MOHAVE,17470,24386,44141,39.5777168618744%,55.2456899481208%,17455,58282,79943,21.8343069436974%,72.9044444166469%,24831,78535,104668,23.7235831390683%,75.0324836626285%,0.582616590214067,0.769531404729525,0.759775941799044,41856,75737,103366
121,3,ARIZONA,NAVAJO,11794,12386,25147,46.9002266671969%,49.2543842207818%,16459,20577,40294,40.8472725467812%,51.0671564004567%,23383,27657,51767,45.1697027063573%,53.4259277145672%,0.512241521918941,0.555594556647586,0.541869122257053,24180,37036,51040
122,3,ARIZONA,PIMA,147688,124579,287640,51.3447364761507%,43.3107356417744%,224661,167428,421640,53.2826581918224%,39.7087562849824%,304981,207758,520397,58.6054493012066%,39.9229818772975%,0.457561878597112,0.427015294996799,0.405192505348725,272267,392089,512739
123,3,ARIZONA,PINAL,19650,20122,41290,47.590215548559%,48.7333494792928%,47892,72819,129546,36.9691074984947%,56.2109212171738%,75106,107077,184974,40.6035442818991%,57.8875950133532%,0.505933822789902,0.603250739369237,0.587744191280196,39772,120711,182183
124,3,ARIZONA,SANTA CRUZ,5233,3344,8893,58.8440346339818%,37.602608793433%,11690,3897,16433,71.1373455851031%,23.7144769670784%,13138,6194,19556,67.1814276948251%,31.6731437921865%,0.389879911390929,0.250016039006865,0.320401406993586,8577,15587,19332
125,3,ARIZONA,YAVAPAI,24063,40144,68228,35.26851146157%,58.8380137187079%,35590,71330,114450,31.0965487112276%,62.3241590214067%,49602,91527,143221,34.6331892669371%,63.9061310841287%,0.625227778902612,0.667134306023195,0.648534319664987,64207,106920,141129
126,3,ARIZONA,YUMA,12055,15708,28652,42.0738517380986%,54.8233980175904%,24605,25165,53010,46.415770609319%,47.4721750613092%,32210,36534,69881,46.0926432077389%,52.2803050900817%,0.565788999747866,0.505625879043601,0.531450017456069,27763,49770,68744
128,4,ARKANSAS,ARKANSAS,2877,3353,6372,45.15065913371%,52.6208411801632%,1939,3826,6212,31.2137797810689%,61.5904700579524%,1818,4304,6292,28.893833439288%,68.4043229497775%,0.538202247191011,0.663660017346054,0.703038222803006,6230,5765,6122
129,4,ARKANSAS,ASHLEY,4253,3876,8271,51.4206262846089%,46.8625317373957%,2408,5338,8083,29.7909192131634%,66.0398366942967%,2125,5548,7926,26.810497098158%,69.9974766590966%,0.476811415918317,0.689129873483088,0.723054867717972,8129,7746,7673
130,4,ARKANSAS,BAXTER,6516,9538,16708,38.9992817811827%,57.0864256643524%,4169,14682,19766,21.091773752909%,74.2790650612162%,4635,15836,21007,22.0640738801352%,75.3843956776313%,0.594119845521365,0.778844623627394,0.773582140589126,16054,18851,20471
131,4,ARKANSAS,BENTON,17277,34838,53646,32.2055698467733%,64.9405361070723%,28005,60871,96824,28.923613980005%,62.8676774353466%,42249,73965,119912,35.2333377810394%,61.682734004937%,0.66848316223736,0.684898060218732,0.636455160307708,52115,88876,116214
132,4,ARKANSAS,BOONE,4493,8569,13635,32.951961862853%,62.8456178951228%,2926,12235,16111,18.1615045621004%,75.9419030476072%,3064,13652,17114,17.903470842585%,79.7709477620661%,0.656025111009034,0.807004814985819,0.816702560421153,13062,15161,16716
133,4,ARKANSAS,BRADLEY,2122,1793,3979,53.3299824076401%,45.061573259613%,1317,2164,3653,36.052559540104%,59.2389816589105%,1214,2335,3654,33.223864258347%,63.9025725232622%,0.457982120051086,0.621660442401609,0.657931811777966,3915,3481,3549
134,4,ARKANSAS,CALHOUN,1017,1128,2185,46.5446224256293%,51.6247139588101%,639,1556,2269,28.1621859850154%,68.5764654032613%,479,1636,2182,21.9523373052246%,74.9770852428964%,0.525874125874126,0.708883826879271,0.773522458628842,2145,2195,2115
135,4,ARKANSAS,CARROLL,3595,5556,9590,37.4869655891554%,57.9353493222106%,3342,6786,10758,31.0652537646403%,63.0786391522588%,4023,7424,11797,34.101890311096%,62.93125370857%,0.607146759916949,0.670023696682464,0.648554206342273,9151,10128,11447
136,4,ARKANSAS,CHICOT,2820,1564,4452,63.3423180592992%,35.1302785265049%,2350,1716,4176,56.2739463601533%,41.0919540229885%,2260,1752,4103,55.0816475749452%,42.7004630757982%,0.356751824817518,0.422036399409739,0.436689930209372,4384,4066,4012
137,4,ARKANSAS,CLARK,4661,3776,8626,54.034314862045%,43.7746348249478%,3620,4404,8526,42.458362655407%,51.6537649542576%,3438,4616,8395,40.9529481834425%,54.9851101846337%,0.447552447552448,0.548853439680957,0.57313136329774,8437,8024,8054
138,4,ARKANSAS,CLAY,3527,2254,5900,59.7796610169492%,38.2033898305085%,1199,3781,5200,23.0576923076923%,72.7115384615385%,962,4086,5183,18.5606791433533%,78.834651746093%,0.389897941532607,0.759236947791165,0.809429477020602,5781,4980,5048
139,4,ARKANSAS,CLEBURNE,4120,5730,10207,40.364455765651%,56.1379445478593%,2101,9458,12085,17.3851882498966%,78.2623086470832%,1988,10328,12680,15.6782334384858%,81.4511041009464%,0.581725888324873,0.818236871701704,0.838583955829815,9850,11559,12316
140,4,ARKANSAS,CLEVELAND,1414,1678,3181,44.4514303678089%,52.7507073247407%,723,2462,3354,21.5563506261181%,73.4048896839595%,651,2867,3600,18.0833333333333%,79.6388888888889%,0.542690815006468,0.772998430141287,0.814951677089255,3092,3185,3518
141,4,ARKANSAS,COLUMBIA,4003,5018,9307,43.0106371548297%,53.9164070054798%,3140,5456,8887,35.3325081579836%,61.3930460222797%,2814,5500,8616,32.6601671309192%,63.8347260909935%,0.556257621106307,0.634713820381573,0.661534760644696,9021,8596,8314
142,4,ARKANSAS,CONWAY,3496,3545,7234,48.3273431020182%,49.0047000276472%,2656,4849,7927,33.5057398763719%,61.1706824776082%,2615,5694,8685,30.1093839953944%,65.5613126079447%,0.503479619372248,0.646102598267821,0.685281020580094,7041,7505,8309
143,4,ARKANSAS,CRAIGHEAD,12376,12158,25157,49.1950550542593%,48.3284970385976%,10538,22892,35573,29.6235909257021%,64.3521772130548%,11921,25558,38511,30.9547921373114%,66.3654540261224%,0.495557185946034,0.684774154950643,0.681928546652792,24534,33430,37479
144,4,ARKANSAS,CRAWFORD,6288,10804,17625,35.6765957446809%,61.2992907801418%,4488,16686,22450,19.9910913140312%,74.3251670378619%,4959,18607,24091,20.5844506247146%,77.2363123158026%,0.63210858881348,0.788041938226126,0.78956971908682,17092,21174,23566
145,4,ARKANSAS,CRITTENDEN,7224,5857,13234,54.5866706966903%,44.2572162611455%,8410,6964,15952,52.7206619859579%,43.6559679037111%,8514,7333,16367,52.0193071424207%,44.8035681554347%,0.447748643070102,0.452972551060232,0.462737426642267,13081,15374,15847
146,4,ARKANSAS,CROSS,3096,3033,6215,49.8149637972647%,48.8012872083669%,1999,4584,6874,29.0805935408787%,66.6860634274076%,1772,4946,6942,25.5257850763469%,71.2474791126477%,0.494860499265786,0.696339055142033,0.736231021137243,6129,6583,6718
147,4,ARKANSAS,DALLAS,1710,1571,3325,51.4285714285714%,47.2481203007519%,1165,1509,2771,42.0425839047275%,54.4568747744497%,963,1573,2649,36.3533408833522%,59.3808984522461%,0.478817433709235,0.56432311144353,0.620268138801262,3281,2674,2536
148,4,ARKANSAS,DESHA,2776,1603,4495,61.7575083426029%,35.6618464961068%,2228,1919,4257,52.3373267559314%,45.0786939159032%,2016,1921,4164,48.4149855907781%,46.133525456292%,0.366065311715003,0.462744152399325,0.487934975869952,4379,4147,3937
149,4,ARKANSAS,DREW,3060,2756,5922,51.6717325227964%,46.5383316447146%,2365,3968,6595,35.8605003790751%,60.1667930250189%,2426,4349,6908,35.1187029530979%,62.9559930515345%,0.473865199449794,0.626559292594347,0.641918819188192,5816,6333,6775
150,4,ARKANSAS,FAULKNER,11950,16055,29216,40.9022453450164%,54.9527656078861%,14629,29346,47527,30.7803985103204%,61.7459549308814%,18347,34421,54428,33.7087528477989%,63.2413463658411%,0.573290483842171,0.667333712336555,0.652308217101274,28005,43975,52768
151,4,ARKANSAS,FRANKLIN,2674,3277,6140,43.5504885993485%,53.371335504886%,1376,5039,6770,20.3249630723781%,74.4313146233383%,1300,5677,7129,18.2353766306635%,79.6324870248282%,0.550663753990926,0.785502727981294,0.813673498638383,5951,6415,6977
152,4,ARKANSAS,FULTON,1976,2036,4108,48.1012658227848%,49.5618305744888%,1067,3471,4772,22.3595976529757%,72.7367979882649%,1035,3961,5119,20.2187927329557%,77.3783942176206%,0.507477567298106,0.76487439400617,0.792834267413931,4012,4538,4996
153,4,ARKANSAS,GARLAND,15840,19098,35935,44.0795881452623%,53.1459579796855%,12311,26087,40805,30.1703222644284%,63.9308908222032%,14045,29069,44199,31.7767370302495%,65.7684562999163%,0.546625450798557,0.679384342934528,0.674235747089113,34938,38398,43114
154,4,ARKANSAS,GRANT,2535,3285,6013,42.1586562448029%,54.6316314651588%,1373,5725,7445,18.4419073203492%,76.8972464741437%,1268,6794,8200,15.4634146341463%,82.8536585365854%,0.564432989690722,0.806565229642153,0.842718928305631,5820,7098,8062
155,4,ARKANSAS,GREENE,6319,5831,12484,50.6167894905479%,46.7077859660365%,3071,10720,14600,21.0342465753425%,73.4246575342466%,3058,12670,16100,18.9937888198758%,78.695652173913%,0.479917695473251,0.777318541077514,0.805569684638861,12150,13791,15728
156,4,ARKANSAS,HEMPSTEAD,3937,3257,7289,54.0128961448758%,44.6837700644807%,2377,4401,7049,33.7210951908072%,62.4343878564335%,2138,4470,6848,31.2207943925234%,65.2745327102804%,0.452738393105366,0.649306580112128,0.676452784503632,7194,6778,6608
157,4,ARKANSAS,HOT SPRING,5527,5042,10981,50.3323923139969%,45.9156725252709%,3149,8172,11944,26.3647019423979%,68.4192900200938%,3082,9202,12557,24.5440789997611%,73.2818348331608%,0.477055539786167,0.721844360038866,0.74910452621296,10569,11321,12284
158,4,ARKANSAS,HOWARD,2063,2326,4459,46.2659789190401%,52.164162368244%,1351,3157,4674,28.9045785194694%,67.5438596491228%,1340,3367,4834,27.7203144393877%,69.6524617294166%,0.529961266803372,0.700310559006211,0.715317612067134,4389,4508,4707
159,4,ARKANSAS,INDEPENDENCE,5146,6145,11594,44.3850267379679%,53.0015525271692%,2881,9936,13614,21.1620390774203%,72.9836932569414%,2806,11250,14512,19.3357221609702%,77.5220507166483%,0.544238774244974,0.775220410392447,0.800369948776323,11291,12817,14056
160,4,ARKANSAS,IZARD,2587,2301,5032,51.4109697933227%,45.7273449920509%,1113,4042,5448,20.4295154185022%,74.1923641703377%,1021,4631,5810,17.5731497418244%,79.7074010327022%,0.470744680851064,0.784093113482056,0.819355980184006,4888,5155,5652
161,4,ARKANSAS,JACKSON,3651,2280,6072,60.1284584980237%,37.5494071146245%,1583,3267,5156,30.7020946470132%,63.3630721489527%,1365,3593,5091,26.8120212139069%,70.5755254370458%,0.384420839656044,0.67360824742268,0.724687373941105,5931,4850,4958
162,4,ARKANSAS,JEFFERSON,17716,8765,27201,65.1299584574097%,32.2230800338223%,15772,9250,25894,60.9098632887928%,35.7225612110914%,14981,9521,25158,59.5476587964067%,37.8448207329676%,0.33099203202296,0.369674686276077,0.388580524038854,26481,25022,24502
163,4,ARKANSAS,JOHNSON,3270,3657,7161,45.6640134059489%,51.0682865521575%,2427,6091,9112,26.6352063213345%,66.8459174714662%,2283,6938,9498,24.0366392924826%,73.0469572541588%,0.527934170636639,0.715073961023714,0.752412970393667,6927,8518,9221
164,4,ARKANSAS,LAFAYETTE,1806,1538,3383,53.3845699083654%,45.4626071534141%,1032,1758,2860,36.0839160839161%,61.4685314685315%,839,1757,2679,31.317655841732%,65.5841731989548%,0.459928229665072,0.63010752688172,0.676810477657935,3344,2790,2596
165,4,ARKANSAS,LAWRENCE,3255,2626,6040,53.8907284768212%,43.476821192053%,1263,4064,5685,22.2163588390501%,71.4863676341249%,1080,4569,5857,18.4394741335155%,78.0092197370668%,0.446522700221051,0.762905950816595,0.808815719596389,5881,5327,5649
166,4,ARKANSAS,LEE,2727,1351,4121,66.1732589177384%,32.7833050230527%,1735,1229,3026,57.3364177131527%,40.6146728354263%,1423,1286,2848,49.9648876404494%,45.1544943820225%,0.331289847964689,0.414642375168691,0.474713916574382,4078,2964,2709
167,4,ARKANSAS,LINCOLN,1957,1526,3546,55.1889452904681%,43.034404963339%,1252,2455,3826,32.723470987977%,64.1662310507057%,1032,2729,3875,26.6322580645161%,70.4258064516129%,0.438128050531151,0.662260588076612,0.725604892315873,3483,3707,3761
168,4,ARKANSAS,LITTLE RIVER,2883,2283,5263,54.7786433593008%,43.3783013490405%,1397,3605,5227,26.7266118232256%,68.9688157643008%,1226,3715,5177,23.6816689202241%,71.7597063936643%,0.441927990708478,0.720711715313874,0.751872090669905,5166,5002,4941
169,4,ARKANSAS,LOGAN,3283,4487,8096,40.5508893280632%,55.4224308300395%,1715,5746,7921,21.6513066532004%,72.541345789673%,1544,6441,8225,18.7720364741641%,78.3100303951368%,0.577477477477477,0.770138051199571,0.806637445209768,7770,7461,7985
170,4,ARKANSAS,LONOKE,6851,10606,17943,38.1820208437831%,59.109401995207%,5664,19958,27100,20.90036900369%,73.6457564575646%,6686,22884,30662,21.8054921401083%,74.6330963407475%,0.607549979950736,0.778939973460308,0.773892458572878,17457,25622,29570
171,4,ARKANSAS,MADISON,2055,3387,5628,36.5138592750533%,60.181236673774%,1588,4928,6841,23.2129805583979%,72.0362520099401%,1563,5658,7351,21.2624132771052%,76.9691198476398%,0.622381477398015,0.756292203806016,0.783547985043623,5442,6516,7221
172,4,ARKANSAS,MARION,2233,3402,6015,37.1238570241064%,56.5586034912718%,1434,5336,7107,20.1772899957788%,75.0809061488673%,1531,5783,7503,20.4051712648274%,77.0758363321338%,0.603726708074534,0.788183161004431,0.790675417008477,5635,6770,7314
173,4,ARKANSAS,MILLER,6278,7276,13745,45.6747908330302%,52.9356129501637%,4273,11294,16091,26.5552172021627%,70.1883040208813%,4245,11920,16529,25.6821344303951%,72.1156754794603%,0.536815700162314,0.725509089741119,0.737395607794618,13554,15567,16165
174,4,ARKANSAS,MISSISSIPPI,7107,5199,12586,56.4675035754012%,41.3078023200381%,5670,7061,13204,42.9415328688276%,53.4762193274765%,4558,7296,12342,36.9308053800032%,59.1152163344677%,0.422476840565578,0.554630429659885,0.615488442719757,12306,12731,11854
175,4,ARKANSAS,MONROE,1910,1329,3293,58.0018220467659%,40.3583358639538%,1312,1489,2884,45.4923717059639%,51.629680998613%,1147,1545,2816,40.7315340909091%,54.8650568181818%,0.410311824637234,0.531595858621921,0.573922734026746,3239,2801,2692
176,4,ARKANSAS,MONTGOMERY,1438,2128,3739,38.4594811446911%,56.913613265579%,748,2643,3559,21.017139645968%,74.2624332677718%,731,3046,3873,18.8742576813839%,78.6470436354247%,0.596747055524397,0.779416101445001,0.806460153561027,3566,3391,3777
177,4,ARKANSAS,NEVADA,1867,1796,3738,49.9464954521134%,48.0470840021402%,1157,2000,3246,35.6438693776956%,61.6142945163278%,1076,2133,3358,32.0428826682549%,63.5199523525908%,0.49030849030849,0.63351282863478,0.66469305079464,3663,3157,3209
178,4,ARKANSAS,NEWTON,1205,2529,3927,30.6850012732366%,64.4003055767762%,699,2875,3753,18.625099920064%,76.605382360778%,709,3192,3998,17.7338669334667%,79.83991995998%,0.677289769683985,0.804420817011751,0.818251730325557,3734,3574,3901
179,4,ARKANSAS,OUACHITA,5464,4739,10395,52.5637325637326%,45.5892255892256%,4321,5351,9935,43.4927025666834%,53.8600905888274%,3995,5294,9629,41.4892512202721%,54.979748675875%,0.464471233950799,0.553246484698098,0.569921412423296,10203,9672,9289
180,4,ARKANSAS,PERRY,1648,2114,4007,41.1280259545795%,52.7576740703768%,1049,3008,4306,24.3613562470971%,69.8560148629819%,1012,3479,4627,21.8716230819105%,75.1891074130106%,0.561935140882509,0.741434557554843,0.774660431975061,3762,4057,4491
181,4,ARKANSAS,PHILLIPS,6018,3154,9313,64.6193492966821%,33.8666380328573%,4310,2446,6953,61.9876312383144%,35.1790593988207%,3623,2417,6242,58.0422941364947%,38.7215636014098%,0.343872655909289,0.362048549437537,0.400165562913907,9172,6756,6040
182,4,ARKANSAS,PIKE,1604,2275,3971,40.3928481490808%,57.2903550742886%,685,3150,3981,17.2067319768902%,79.1258477769405%,644,3519,4246,15.1672162034856%,82.8780028261894%,0.586491363753545,0.821382007822686,0.845303867403315,3879,3835,4163
183,4,ARKANSAS,POINSETT,4102,2988,7235,56.6966136834831%,41.2992398064962%,1880,5502,7722,24.3460243460243%,71.2509712509713%,1424,5918,7521,18.9336524398351%,78.686344900944%,0.421438645980254,0.745326469791384,0.806047398529011,7090,7382,7342
184,4,ARKANSAS,POLK,2315,4600,7193,32.184067843737%,63.9510635339914%,1212,6618,8231,14.7248207994168%,80.4033531770137%,1246,7035,8490,14.6760895170789%,82.8621908127209%,0.665220535068691,0.845210727969349,0.849535080304311,6915,7830,8281
185,4,ARKANSAS,POPE,6669,11244,18422,36.2012810769732%,61.0357181630659%,5000,16256,22569,22.1542824227923%,72.0280030129824%,5772,18081,24432,23.6247544204322%,74.0054027504912%,0.627700552671244,0.764772299585999,0.758017859388756,17913,21256,23853
186,4,ARKANSAS,PRAIRIE,1563,1862,3507,44.5680068434559%,53.0938123752495%,814,2505,3444,23.6353077816492%,72.7351916376307%,654,2786,3495,18.7124463519313%,79.7138769670959%,0.543649635036496,0.754745405242543,0.809883720930232,3425,3319,3440
